6.00 4.00 9.00 2.00 91.00 129.50 692.60 7.00 18.30 40.00 2.70 0.00 0.00 
5.00 4.00 9.00 1.00 91.80 78.50 724.30 9.20 19.10 38.00 2.70 0.00 0.00 
7.00 4.00 6.00 7.00 94.30 96.30 200.00 56.10 21.00 44.00 4.50 0.00 0.00 
7.00 4.00 8.00 6.00 90.20 110.90 537.40 6.20 19.50 43.00 5.80 0.00 0.00 
7.00 4.00 8.00 6.00 93.50 139.40 594.20 20.30 23.70 32.00 5.80 0.00 0.00 
7.00 4.00 8.00 7.00 91.40 142.40 601.40 10.60 16.30 60.00 5.40 0.00 0.00 
7.00 4.00 9.00 5.00 92.40 117.90 668.00 12.20 19.00 34.00 5.80 0.00 0.00 
7.00 4.00 9.00 1.00 90.90 126.50 686.50 7.00 19.40 48.00 1.30 0.00 0.00 
6.00 3.00 9.00 6.00 93.40 145.40 721.40 8.10 30.20 24.00 2.70 0.00 0.00 
6.00 3.00 9.00 7.00 93.50 149.30 728.60 8.10 22.80 39.00 3.60 0.00 0.00 
6.00 3.00 9.00 5.00 94.30 85.10 692.30 15.90 25.40 24.00 3.60 0.00 0.00 
6.00 3.00 9.00 1.00 88.60 91.80 709.90 7.10 11.20 78.00 7.60 0.00 0.00 
6.00 3.00 9.00 5.00 88.60 69.70 706.80 5.80 20.60 37.00 1.80 0.00 0.00 
6.00 3.00 9.00 7.00 91.70 75.60 718.30 7.80 17.70 39.00 3.60 0.00 0.00 
6.00 3.00 9.00 1.00 91.80 78.50 724.30 9.20 21.20 32.00 2.70 0.00 0.00 
6.00 3.00 9.00 2.00 90.30 80.70 730.20 6.30 18.20 62.00 4.50 0.00 0.00 
6.00 3.00 10.00 2.00 90.60 35.40 669.10 6.70 21.70 24.00 4.50 0.00 0.00 
7.00 4.00 10.00 5.00 90.00 41.50 682.60 8.70 11.30 60.00 5.40 0.00 0.00 
7.00 3.00 10.00 6.00 90.60 43.70 686.90 6.70 17.80 27.00 4.00 0.00 0.00 
4.00 4.00 3.00 2.00 88.10 25.70 67.60 3.80 14.10 43.00 2.70 0.00 0.00 
4.00 4.00 7.00 2.00 79.50 60.60 366.70 1.50 23.30 37.00 3.10 0.00 0.00 
4.00 4.00 8.00 6.00 90.20 96.90 624.20 8.90 18.40 42.00 6.70 0.00 0.00 
4.00 4.00 8.00 2.00 94.80 108.30 647.10 17.00 16.60 54.00 5.40 0.00 0.00 
4.00 4.00 9.00 6.00 92.50 88.00 698.60 7.10 19.60 48.00 2.70 0.00 0.00 
4.00 4.00 9.00 3.00 90.10 82.90 735.70 6.20 12.90 74.00 4.90 0.00 0.00 
5.00 6.00 9.00 3.00 94.30 85.10 692.30 15.90 25.90 24.00 4.00 0.00 0.00 
5.00 6.00 9.00 1.00 90.90 126.50 686.50 7.00 14.70 70.00 3.60 0.00 0.00 
6.00 6.00 7.00 1.00 94.20 62.30 442.90 11.00 23.00 36.00 3.10 0.00 0.00 
4.00 4.00 3.00 1.00 87.20 23.90 64.70 4.10 11.80 35.00 1.80 0.00 0.00 
4.00 4.00 3.00 1.00 87.60 52.20 103.80 5.00 11.00 46.00 5.80 0.00 0.00 
4.00 4.00 9.00 4.00 92.90 137.00 706.40 9.20 20.80 17.00 1.30 0.00 0.00 
4.00 3.00 8.00 7.00 90.20 99.60 631.20 6.30 21.50 34.00 2.20 0.00 0.00 
4.00 3.00 8.00 3.00 92.10 111.20 654.10 9.60 20.40 42.00 4.90 0.00 0.00 
4.00 3.00 8.00 3.00 92.10 111.20 654.10 9.60 20.40 42.00 4.90 0.00 0.00 
4.00 3.00 8.00 4.00 91.70 114.30 661.30 6.30 17.60 45.00 3.60 0.00 0.00 
4.00 3.00 9.00 4.00 92.90 137.00 706.40 9.20 27.70 24.00 2.20 0.00 0.00 
4.00 3.00 9.00 2.00 90.30 80.70 730.20 6.30 17.80 63.00 4.90 0.00 0.00 
4.00 3.00 10.00 7.00 92.60 46.50 691.80 8.80 13.80 50.00 2.70 0.00 0.00 
2.00 2.00 2.00 1.00 84.00 9.30 34.00 2.10 13.90 40.00 5.40 0.00 0.00 
2.00 2.00 2.00 5.00 86.60 13.20 43.00 5.30 12.30 51.00 0.90 0.00 0.00 
2.00 2.00 3.00 7.00 89.30 51.30 102.20 9.60 11.50 39.00 5.80 0.00 0.00 
2.00 2.00 3.00 7.00 89.30 51.30 102.20 9.60 5.50 59.00 6.30 0.00 0.00 
2.00 2.00 8.00 4.00 93.00 75.30 466.60 7.70 18.80 35.00 4.90 0.00 0.00 
2.00 2.00 8.00 7.00 90.20 99.60 631.20 6.30 20.80 33.00 2.70 0.00 0.00 
2.00 2.00 8.00 1.00 91.10 103.20 638.80 5.80 23.10 31.00 3.10 0.00 0.00 
2.00 2.00 8.00 4.00 91.70 114.30 661.30 6.30 18.60 44.00 4.50 0.00 0.00 
2.00 2.00 9.00 5.00 92.40 117.90 668.00 12.20 23.00 37.00 4.50 0.00 0.00 
2.00 2.00 9.00 5.00 92.40 117.90 668.00 12.20 19.60 33.00 5.40 0.00 0.00 
2.00 2.00 9.00 5.00 92.40 117.90 668.00 12.20 19.60 33.00 6.30 0.00 0.00 
4.00 5.00 3.00 5.00 91.70 33.30 77.50 9.00 17.20 26.00 4.50 0.00 0.00 
4.00 5.00 3.00 5.00 91.20 48.30 97.80 12.50 15.80 27.00 7.60 0.00 0.00 
4.00 5.00 9.00 5.00 94.30 85.10 692.30 15.90 17.70 37.00 3.60 0.00 0.00 
5.00 4.00 3.00 5.00 91.70 33.30 77.50 9.00 15.60 25.00 6.30 0.00 0.00 
5.00 4.00 8.00 2.00 88.80 147.30 614.50 9.00 17.30 43.00 4.50 0.00 0.00 
5.00 4.00 9.00 5.00 93.30 141.20 713.90 13.90 27.60 30.00 1.30 0.00 0.00 
9.00 9.00 2.00 4.00 84.20 6.80 26.60 7.70 6.70 79.00 3.10 0.00 0.00 
9.00 9.00 2.00 5.00 86.60 13.20 43.00 5.30 15.70 43.00 3.10 0.00 0.00 
1.00 3.00 3.00 1.00 87.60 52.20 103.80 5.00 8.30 72.00 3.10 0.00 0.00 
1.00 2.00 8.00 5.00 90.10 108.00 529.80 12.50 14.70 66.00 2.70 0.00 0.00 
1.00 2.00 8.00 2.00 91.00 121.20 561.60 7.00 21.60 19.00 6.70 0.00 0.00 
1.00 2.00 8.00 7.00 91.40 142.40 601.40 10.60 19.50 39.00 6.30 0.00 0.00 
1.00 2.00 8.00 7.00 90.20 99.60 631.20 6.30 17.90 44.00 2.20 0.00 0.00 
1.00 2.00 8.00 2.00 94.80 108.30 647.10 17.00 18.60 51.00 4.50 0.00 0.00 
1.00 2.00 8.00 3.00 92.10 111.20 654.10 9.60 16.60 47.00 0.90 0.00 0.00 
1.00 2.00 8.00 4.00 91.70 114.30 661.30 6.30 20.20 45.00 3.60 0.00 0.00 
1.00 2.00 9.00 4.00 92.90 137.00 706.40 9.20 21.50 15.00 0.90 0.00 0.00 
1.00 2.00 9.00 4.00 92.90 137.00 706.40 9.20 25.40 27.00 2.20 0.00 0.00 
1.00 2.00 9.00 4.00 92.90 137.00 706.40 9.20 22.40 34.00 2.20 0.00 0.00 
1.00 2.00 9.00 7.00 93.50 149.30 728.60 8.10 25.30 36.00 3.60 0.00 0.00 
6.00 5.00 3.00 6.00 91.70 35.80 80.80 7.80 17.40 25.00 4.90 0.00 0.00 
6.00 5.00 8.00 6.00 90.20 96.90 624.20 8.90 14.70 59.00 5.80 0.00 0.00 
8.00 6.00 3.00 5.00 91.70 35.80 80.80 7.80 17.40 24.00 5.40 0.00 0.00 
8.00 6.00 8.00 7.00 92.30 85.30 488.00 14.70 20.80 32.00 6.30 0.00 0.00 
8.00 6.00 8.00 7.00 91.40 142.40 601.40 10.60 18.20 43.00 4.90 0.00 0.00 
8.00 6.00 8.00 1.00 91.10 103.20 638.80 5.80 23.40 22.00 2.70 0.00 0.00 
4.00 4.00 9.00 7.00 89.70 90.00 704.40 4.80 17.80 64.00 1.30 0.00 0.00 
3.00 4.00 2.00 6.00 83.90 8.00 30.20 2.60 12.70 48.00 1.80 0.00 0.00 
3.00 4.00 3.00 6.00 69.00 2.40 15.50 0.70 17.40 24.00 5.40 0.00 0.00 
3.00 4.00 8.00 7.00 91.40 142.40 601.40 10.60 11.60 87.00 4.50 0.00 0.00 
3.00 4.00 8.00 7.00 91.40 142.40 601.40 10.60 19.80 39.00 5.40 0.00 0.00 
3.00 4.00 8.00 7.00 91.40 142.40 601.40 10.60 19.80 39.00 5.40 0.00 0.00 
3.00 4.00 8.00 2.00 88.80 147.30 614.50 9.00 14.40 66.00 5.40 0.00 0.00 
2.00 4.00 8.00 2.00 94.80 108.30 647.10 17.00 20.10 40.00 4.00 0.00 0.00 
2.00 4.00 9.00 6.00 92.50 121.10 674.40 8.60 24.10 29.00 4.50 0.00 0.00 
2.00 4.00 1.00 6.00 82.10 3.70 9.30 2.90 5.30 78.00 3.10 0.00 0.00 
4.00 5.00 3.00 5.00 85.90 19.50 57.30 2.80 12.70 52.00 6.30 0.00 0.00 
4.00 5.00 3.00 4.00 91.40 30.70 74.30 7.50 18.20 29.00 3.10 0.00 0.00 
4.00 5.00 8.00 7.00 90.20 99.60 631.20 6.30 21.40 33.00 3.10 0.00 0.00 
4.00 5.00 9.00 6.00 92.50 88.00 698.60 7.10 20.30 45.00 3.10 0.00 0.00 
4.00 5.00 9.00 1.00 88.60 91.80 709.90 7.10 17.40 56.00 5.40 0.00 0.00 
4.00 4.00 3.00 5.00 85.90 19.50 57.30 2.80 13.70 43.00 5.80 0.00 0.00 
3.00 4.00 3.00 5.00 91.70 33.30 77.50 9.00 18.80 18.00 4.50 0.00 0.00 
3.00 4.00 9.00 7.00 89.70 90.00 704.40 4.80 22.80 39.00 3.60 0.00 0.00 
3.00 4.00 9.00 1.00 91.80 78.50 724.30 9.20 18.90 35.00 2.70 0.00 0.00 
3.00 4.00 3.00 2.00 88.10 25.70 67.60 3.80 15.80 27.00 7.60 0.00 0.00 
3.00 5.00 3.00 2.00 88.10 25.70 67.60 3.80 15.50 27.00 6.30 0.00 0.00 
3.00 4.00 3.00 6.00 91.70 35.80 80.80 7.80 11.60 30.00 6.30 0.00 0.00 
3.00 4.00 3.00 6.00 91.70 35.80 80.80 7.80 15.20 27.00 4.90 0.00 0.00 
3.00 4.00 3.00 1.00 90.10 39.70 86.60 6.20 10.60 30.00 4.00 0.00 0.00 
3.00 4.00 8.00 4.00 93.00 75.30 466.60 7.70 19.60 36.00 3.10 0.00 0.00 
3.00 4.00 8.00 1.00 91.50 145.40 608.20 10.70 10.30 74.00 2.20 0.00 0.00 
3.00 4.00 8.00 1.00 91.50 145.40 608.20 10.70 17.10 43.00 5.40 0.00 0.00 
3.00 4.00 9.00 7.00 92.40 124.10 680.70 8.50 22.50 42.00 5.40 0.00 0.00 
3.00 4.00 9.00 2.00 84.40 73.40 671.90 3.20 17.90 45.00 3.10 0.00 0.00 
3.00 4.00 9.00 5.00 94.30 85.10 692.30 15.90 19.80 50.00 5.40 0.00 0.00 
3.00 4.00 10.00 7.00 92.60 46.50 691.80 8.80 20.60 24.00 5.40 0.00 0.00 
3.00 5.00 3.00 1.00 87.60 52.20 103.80 5.00 9.00 49.00 2.20 0.00 0.00 
3.00 5.00 9.00 5.00 93.50 149.30 728.60 8.10 17.20 43.00 3.10 0.00 0.00 
3.00 5.00 10.00 3.00 91.40 37.90 673.80 5.20 15.90 46.00 3.60 0.00 0.00 
2.00 5.00 10.00 7.00 92.60 46.50 691.80 8.80 15.40 35.00 0.90 0.00 0.00 
4.00 6.00 2.00 6.00 68.20 21.50 87.20 0.80 15.40 40.00 2.70 0.00 0.00 
4.00 6.00 3.00 1.00 87.20 23.90 64.70 4.10 14.00 39.00 3.10 0.00 0.00 
4.00 6.00 3.00 7.00 89.30 51.30 102.20 9.60 10.60 46.00 4.90 0.00 0.00 
4.00 6.00 9.00 4.00 93.70 80.90 685.20 17.90 17.60 42.00 3.10 0.00 0.00 
3.00 5.00 3.00 2.00 88.10 25.70 67.60 3.80 14.90 38.00 2.70 0.00 0.00 
3.00 5.00 8.00 6.00 93.50 139.40 594.20 20.30 17.60 52.00 5.80 0.00 0.00 
3.00 6.00 9.00 7.00 92.40 124.10 680.70 8.50 17.20 58.00 1.30 0.00 0.00 
3.00 6.00 9.00 1.00 90.90 126.50 686.50 7.00 15.60 66.00 3.10 0.00 0.00 
9.00 9.00 7.00 2.00 85.80 48.30 313.40 3.90 18.00 42.00 2.70 0.00 0.36 
1.00 4.00 9.00 2.00 91.00 129.50 692.60 7.00 21.70 38.00 2.20 0.00 0.43 
2.00 5.00 9.00 1.00 90.90 126.50 686.50 7.00 21.90 39.00 1.80 0.00 0.47 
1.00 2.00 8.00 3.00 95.50 99.90 513.30 13.20 23.30 31.00 4.50 0.00 0.55 
8.00 6.00 8.00 5.00 90.10 108.00 529.80 12.50 21.20 51.00 8.90 0.00 0.61 
1.00 2.00 7.00 6.00 90.00 51.30 296.30 8.70 16.60 53.00 5.40 0.00 0.71 
2.00 5.00 8.00 3.00 95.50 99.90 513.30 13.20 23.80 32.00 5.40 0.00 0.77 
6.00 5.00 8.00 4.00 95.20 131.70 578.80 10.40 27.40 22.00 4.00 0.00 0.90 
5.00 4.00 3.00 1.00 90.10 39.70 86.60 6.20 13.20 40.00 5.40 0.00 0.95 
8.00 3.00 9.00 2.00 84.40 73.40 671.90 3.20 24.20 28.00 3.60 0.00 0.96 
2.00 2.00 8.00 2.00 94.80 108.30 647.10 17.00 17.40 43.00 6.70 0.00 1.07 
8.00 6.00 9.00 4.00 93.70 80.90 685.20 17.90 23.70 25.00 4.50 0.00 1.12 
6.00 5.00 6.00 5.00 92.50 56.40 433.30 7.10 23.20 39.00 5.40 0.00 1.19 
9.00 9.00 7.00 7.00 90.10 68.60 355.20 7.20 24.80 29.00 2.20 0.00 1.36 
3.00 4.00 7.00 6.00 90.10 51.20 424.10 6.20 24.60 43.00 1.80 0.00 1.43 
5.00 4.00 9.00 5.00 94.30 85.10 692.30 15.90 20.10 47.00 4.90 0.00 1.46 
1.00 5.00 9.00 6.00 93.40 145.40 721.40 8.10 29.60 27.00 2.70 0.00 1.46 
7.00 4.00 8.00 7.00 94.80 108.30 647.10 17.00 16.40 47.00 1.30 0.00 1.56 
2.00 4.00 9.00 6.00 93.40 145.40 721.40 8.10 28.60 27.00 2.20 0.00 1.61 
2.00 2.00 8.00 3.00 92.10 111.20 654.10 9.60 18.40 45.00 3.60 0.00 1.63 
2.00 4.00 8.00 3.00 92.10 111.20 654.10 9.60 20.50 35.00 4.00 0.00 1.64 
7.00 4.00 9.00 5.00 92.40 117.90 668.00 12.20 19.00 34.00 5.80 0.00 1.69 
7.00 4.00 3.00 1.00 90.10 39.70 86.60 6.20 16.10 29.00 3.10 0.00 1.75 
6.00 4.00 8.00 4.00 95.20 131.70 578.80 10.40 20.30 41.00 4.00 0.00 1.90 
6.00 3.00 3.00 6.00 90.60 50.10 100.40 7.80 15.20 31.00 8.50 0.00 1.94 
8.00 6.00 9.00 6.00 92.50 121.10 674.40 8.60 17.80 56.00 1.80 0.00 1.95 
8.00 5.00 9.00 7.00 89.70 90.00 704.40 4.80 17.80 67.00 2.20 0.00 2.01 
6.00 5.00 3.00 4.00 84.90 18.20 55.00 3.00 5.30 70.00 4.50 0.00 2.14 
6.00 5.00 8.00 3.00 92.10 111.20 654.10 9.60 16.60 47.00 0.90 0.00 2.29 
6.00 5.00 8.00 3.00 96.00 127.10 570.50 16.50 23.40 33.00 4.50 0.00 2.51 
6.00 5.00 3.00 5.00 91.20 48.30 97.80 12.50 14.60 26.00 9.40 0.00 2.53 
8.00 6.00 8.00 4.00 95.20 131.70 578.80 10.40 20.70 45.00 2.20 0.00 2.55 
5.00 4.00 9.00 3.00 92.90 133.30 699.60 9.20 21.90 35.00 1.80 0.00 2.57 
8.00 6.00 8.00 3.00 85.60 90.40 609.60 6.60 17.40 50.00 4.00 0.00 2.69 
7.00 4.00 8.00 7.00 91.40 142.40 601.40 10.60 20.10 39.00 5.40 0.00 2.74 
4.00 4.00 9.00 1.00 90.90 126.50 686.50 7.00 17.70 39.00 2.20 0.00 3.07 
1.00 4.00 8.00 6.00 90.20 96.90 624.20 8.90 14.20 53.00 1.80 0.00 3.50 
1.00 4.00 8.00 6.00 90.20 96.90 624.20 8.90 20.30 39.00 4.90 0.00 4.53 
6.00 5.00 4.00 4.00 81.50 9.10 55.20 2.70 5.80 54.00 5.80 0.00 4.61 
2.00 5.00 8.00 7.00 90.20 99.60 631.20 6.30 19.20 44.00 2.70 0.00 4.69 
2.00 5.00 9.00 3.00 90.10 82.90 735.70 6.20 18.30 45.00 2.20 0.00 4.88 
8.00 6.00 8.00 2.00 88.80 147.30 614.50 9.00 14.40 66.00 5.40 0.00 5.23 
1.00 3.00 9.00 7.00 92.40 124.10 680.70 8.50 23.90 32.00 6.70 0.00 5.33 
8.00 6.00 10.00 1.00 84.90 32.80 664.20 3.00 19.10 32.00 4.00 0.00 5.44 
5.00 4.00 2.00 7.00 86.80 15.60 48.30 3.90 12.40 53.00 2.20 0.00 6.38 
7.00 4.00 10.00 1.00 91.70 48.50 696.10 11.10 16.80 45.00 4.50 0.00 6.83 
8.00 6.00 8.00 5.00 93.90 135.70 586.70 15.10 20.80 34.00 4.90 0.00 6.96 
2.00 5.00 9.00 2.00 91.00 129.50 692.60 7.00 17.60 46.00 3.10 0.00 7.04 
8.00 6.00 3.00 7.00 89.30 51.30 102.20 9.60 11.50 39.00 5.80 0.00 7.19 
1.00 5.00 9.00 1.00 90.90 126.50 686.50 7.00 21.00 42.00 2.20 0.00 7.30 
6.00 4.00 3.00 6.00 90.80 41.90 89.40 7.90 13.30 42.00 0.90 0.00 7.40 
7.00 4.00 3.00 7.00 90.70 44.00 92.40 5.50 11.50 60.00 4.00 0.00 8.24 
6.00 5.00 3.00 5.00 91.20 48.30 97.80 12.50 11.70 33.00 4.00 0.00 8.31 
2.00 5.00 8.00 4.00 95.20 131.70 578.80 10.40 24.20 28.00 2.70 0.00 8.68 
2.00 2.00 8.00 2.00 94.80 108.30 647.10 17.00 24.60 22.00 4.50 0.00 8.71 
4.00 5.00 9.00 3.00 92.90 133.30 699.60 9.20 24.30 25.00 4.00 0.00 9.41 
2.00 2.00 8.00 2.00 94.80 108.30 647.10 17.00 24.60 22.00 4.50 0.00 10.01 
2.00 5.00 8.00 5.00 93.90 135.70 586.70 15.10 23.50 36.00 5.40 0.00 10.02 
6.00 5.00 4.00 4.00 81.50 9.10 55.20 2.70 5.80 54.00 5.80 0.00 10.93 
4.00 5.00 9.00 4.00 92.90 137.00 706.40 9.20 21.50 15.00 0.90 0.00 11.06 
3.00 4.00 9.00 2.00 91.00 129.50 692.60 7.00 13.90 59.00 6.30 0.00 11.24 
2.00 4.00 9.00 1.00 63.50 70.80 665.30 0.80 22.60 38.00 3.60 0.00 11.32 
1.00 5.00 9.00 2.00 91.00 129.50 692.60 7.00 21.60 33.00 2.20 0.00 11.53 
6.00 5.00 3.00 7.00 90.10 37.60 83.70 7.20 12.40 54.00 3.60 0.00 12.10 
7.00 4.00 2.00 7.00 83.90 8.70 32.10 2.10 8.80 68.00 2.20 0.00 13.05 
8.00 6.00 10.00 3.00 91.40 37.90 673.80 5.20 20.20 37.00 2.70 0.00 13.70 
5.00 6.00 3.00 6.00 90.60 50.10 100.40 7.80 15.10 64.00 4.00 0.00 13.99 
4.00 5.00 9.00 4.00 92.90 137.00 706.40 9.20 22.10 34.00 1.80 0.00 14.57 
2.00 2.00 8.00 6.00 93.50 139.40 594.20 20.30 22.90 31.00 7.20 0.00 15.45 
7.00 5.00 9.00 2.00 91.00 129.50 692.60 7.00 20.70 37.00 2.20 0.00 17.20 
6.00 5.00 9.00 5.00 92.40 117.90 668.00 12.20 19.60 33.00 6.30 0.00 19.23 
8.00 3.00 9.00 4.00 93.70 80.90 685.20 17.90 23.20 26.00 4.90 0.00 23.41 
4.00 4.00 10.00 6.00 90.60 43.70 686.90 6.70 18.40 25.00 3.10 0.00 24.23 
7.00 4.00 8.00 6.00 93.50 139.40 594.20 20.30 5.10 96.00 5.80 0.00 26.00 
7.00 4.00 9.00 5.00 94.30 85.10 692.30 15.90 20.10 47.00 4.90 0.00 26.13 
7.00 3.00 3.00 1.00 87.60 52.20 103.80 5.00 11.00 46.00 5.80 0.00 27.35 
4.00 4.00 3.00 6.00 91.70 35.80 80.80 7.80 17.00 27.00 4.90 0.00 28.66 
4.00 4.00 3.00 6.00 91.70 35.80 80.80 7.80 17.00 27.00 4.90 0.00 28.66 
4.00 4.00 9.00 7.00 92.40 124.10 680.70 8.50 16.90 60.00 1.30 0.00 29.48 
1.00 3.00 9.00 1.00 88.60 91.80 709.90 7.10 12.40 73.00 6.30 0.00 30.32 
4.00 5.00 9.00 3.00 92.90 133.30 699.60 9.20 19.40 19.00 1.30 0.00 31.72 
6.00 5.00 3.00 1.00 90.10 39.70 86.60 6.20 15.20 27.00 3.10 0.00 31.86 
8.00 6.00 8.00 7.00 90.20 99.60 631.20 6.30 16.20 59.00 3.10 0.00 32.07 
3.00 4.00 9.00 5.00 93.30 141.20 713.90 13.90 18.60 49.00 3.60 0.00 35.88 
4.00 3.00 3.00 1.00 87.60 52.20 103.80 5.00 11.00 46.00 5.80 0.00 36.85 
2.00 2.00 7.00 5.00 88.30 150.30 309.90 6.80 13.40 79.00 3.60 0.00 37.02 
7.00 4.00 9.00 3.00 90.10 82.90 735.70 6.20 15.40 57.00 4.50 0.00 37.71 
4.00 4.00 9.00 7.00 93.50 149.30 728.60 8.10 22.90 39.00 4.90 0.00 48.55 
7.00 5.00 10.00 1.00 91.70 48.50 696.10 11.10 16.10 44.00 4.00 0.00 49.37 
8.00 6.00 8.00 6.00 92.20 81.80 480.80 11.90 20.10 34.00 4.50 0.00 58.30 
4.00 6.00 9.00 7.00 93.50 149.30 728.60 8.10 28.30 26.00 3.10 0.00 64.10 
8.00 6.00 8.00 6.00 92.20 81.80 480.80 11.90 16.40 43.00 4.00 0.00 71.30 
4.00 4.00 9.00 3.00 92.90 133.30 699.60 9.20 26.40 21.00 4.50 0.00 88.49 
1.00 5.00 9.00 7.00 93.50 149.30 728.60 8.10 27.80 27.00 3.10 0.00 95.18 
6.00 4.00 9.00 2.00 91.00 129.50 692.60 7.00 18.70 43.00 2.70 0.00 103.39 
9.00 4.00 9.00 2.00 84.40 73.40 671.90 3.20 24.30 36.00 3.10 0.00 105.66 
4.00 5.00 9.00 6.00 92.50 121.10 674.40 8.60 17.70 25.00 3.10 0.00 154.88 
8.00 6.00 8.00 7.00 91.40 142.40 601.40 10.60 19.60 41.00 5.80 0.00 196.48 
2.00 2.00 9.00 6.00 92.50 121.10 674.40 8.60 18.20 46.00 1.80 0.00 200.94 
1.00 2.00 9.00 2.00 91.00 129.50 692.60 7.00 18.80 40.00 2.20 0.00 212.88 
6.00 5.00 9.00 6.00 92.50 121.10 674.40 8.60 25.10 27.00 4.00 0.00 1090.84 
7.00 5.00 4.00 7.00 81.90 3.00 7.90 3.50 13.40 75.00 1.80 0.00 0.00 
6.00 3.00 4.00 3.00 88.00 17.20 43.50 3.80 15.20 51.00 2.70 0.00 0.00 
4.00 4.00 4.00 5.00 83.00 23.30 85.30 2.30 16.70 20.00 3.10 0.00 0.00 
2.00 4.00 8.00 7.00 94.20 122.30 589.90 12.90 15.40 66.00 4.00 0.00 10.13 
7.00 4.00 8.00 7.00 91.80 175.10 700.70 13.80 21.90 73.00 7.60 1.00 0.00 
2.00 4.00 8.00 7.00 91.80 175.10 700.70 13.80 22.40 54.00 7.60 0.00 2.87 
3.00 4.00 8.00 7.00 91.80 175.10 700.70 13.80 26.80 38.00 6.30 0.00 0.76 
5.00 4.00 8.00 7.00 91.80 175.10 700.70 13.80 25.70 39.00 5.40 0.00 0.09 
2.00 4.00 8.00 3.00 92.20 91.60 503.60 9.60 20.70 70.00 2.20 0.00 0.75 
8.00 6.00 8.00 3.00 93.10 157.30 666.70 13.50 28.70 28.00 2.70 0.00 0.00 
3.00 4.00 8.00 3.00 93.10 157.30 666.70 13.50 21.70 40.00 0.40 0.00 2.47 
8.00 5.00 8.00 3.00 93.10 157.30 666.70 13.50 26.80 25.00 3.10 0.00 0.68 
8.00 5.00 8.00 3.00 93.10 157.30 666.70 13.50 24.00 36.00 3.10 0.00 0.24 
6.00 5.00 8.00 3.00 93.10 157.30 666.70 13.50 22.10 37.00 3.60 0.00 0.21 
7.00 4.00 8.00 4.00 91.90 109.20 565.50 8.00 21.40 38.00 2.70 0.00 1.52 
6.00 3.00 8.00 4.00 91.60 138.10 621.70 6.30 18.90 41.00 3.10 0.00 10.34 
2.00 5.00 8.00 4.00 87.50 77.00 694.80 5.00 22.30 46.00 4.00 0.00 0.00 
8.00 6.00 8.00 6.00 94.20 117.20 581.10 11.00 23.90 41.00 2.20 0.00 8.02 
4.00 3.00 8.00 6.00 94.20 117.20 581.10 11.00 21.40 44.00 2.70 0.00 0.68 
3.00 4.00 8.00 6.00 91.80 170.90 692.30 13.70 20.60 59.00 0.90 0.00 0.00 
7.00 4.00 8.00 6.00 91.80 170.90 692.30 13.70 23.70 40.00 1.80 0.00 1.38 
2.00 4.00 8.00 1.00 93.60 97.90 542.00 14.40 28.30 32.00 4.00 0.00 8.85 
3.00 4.00 8.00 5.00 91.60 112.40 573.00 8.90 11.20 84.00 7.60 0.00 3.30 
2.00 4.00 8.00 5.00 91.60 112.40 573.00 8.90 21.40 42.00 3.10 0.00 4.25 
6.00 3.00 8.00 5.00 91.10 141.10 629.10 7.10 19.30 39.00 3.60 0.00 1.56 
